CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage,ChurnProbability,RiskBand,MonthlyRevenueAtRisk,AnnualRevenueAtRisk,MonthlyChargesNormalized,TotalChargesNormalized,TenureNormalized,CustomerValueScore,ValueTier,RetentionPriorityScore,RetentionPriorityRank,PriorityTier,RecommendedAction,InterventionCost,ExpectedSuccessRate,ExpectedRevenueProtected,ExpectedNetBenefit,ExpectedROI,CampaignRank,CumulativeCampaignCost,CampaignRiskTier,CumulativeExpectedRevenueProtected,CumulativeExpectedNetBenefit
694,51,Female,39,108.36,One-Year,No Internet,4226.04,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1300.32,108.36,1300.32,Established,1.0,Critical,108.36,1300.32,0.8710538016896399,0.34036363636363637,0.319672131147541,0.547466826190014,Top Value,0.8189867304760056,35,Immediate Action,Complimentary Tech Support,20,0.15,195.04799999999997,175.04799999999997,8.752399999999998,133,5020,High,32985.24733846971,27965.247338469693
78,42,Female,11,89.58,Month-to-Month,No Internet,985.38,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1074.96,89.58,1074.96,Developing,1.0,Critical,89.58,1074.96,0.6622943530457982,0.07936212624584718,0.09016393442622951,0.3152354690109232,High Value,0.7260941876043693,286,High Priority,Contract Upgrade Offer,40,0.2,214.99200000000002,174.99200000000002,4.3748000000000005,134,5060,High,33200.239338469706,28140.23933846969
810,36,Male,11,89.74,Month-to-Month,DSL,987.14,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1076.8799999999999,89.74,1076.8799999999999,Developing,0.9980952380952381,Critical,89.56906666666667,1074.8288,0.6640729212983548,0.07950387596899225,0.09016393442622951,0.3159965087150466,High Value,0.7252557463431615,291,High Priority,Contract Upgrade Offer,40,0.2,214.96576000000002,174.96576000000002,4.374144,135,5100,High,33415.205098469705,28315.20509846969
20,30,Female,2,89.55,Month-to-Month,Fiber Optic,179.1,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,1074.6,89.55,1074.6,New,1.0,Critical,89.55,1074.6,0.6619608714984438,0.01442464512231954,0.01639344262295082,0.2739313350479271,High Value,0.7095725340191709,366,High Priority,Contract Upgrade Offer,40,0.2,214.92,174.92,4.372999999999999,136,5140,High,33630.1250984697,28490.12509846969
304,51,Female,2,89.55,Month-to-Month,No Internet,179.1,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1074.6,89.55,1074.6,New,1.0,Critical,89.55,1074.6,0.6619608714984438,0.01442464512231954,0.01639344262295082,0.2739313350479271,High Value,0.7095725340191709,367,High Priority,Contract Upgrade Offer,40,0.2,214.92,174.92,4.372999999999999,137,5180,High,33845.0450984697,28665.045098469687
745,50,Female,3,107.95,One-Year,Fiber Optic,323.85,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1295.4,107.95,1295.4,New,1.0,Critical,107.95,1295.4,0.8664962205424636,0.02608275445484748,0.02459016393442623,0.3618749932597886,High Value,0.7447499973039154,203,High Priority,Complimentary Tech Support,20,0.15,194.31,174.31,8.7155,138,5200,High,34039.3550984697,28839.35509846969
500,31,Male,18,89.28,Month-to-Month,No Internet,1607.04,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,High,1071.3600000000001,89.28,1071.3600000000001,Developing,1.0,Critical,89.28,1071.3600000000001,0.6589595375722545,0.12943038356991846,0.14754098360655737,0.34576969518001255,High Value,0.738307878072005,231,High Priority,Contract Upgrade Offer,40,0.2,214.27200000000005,174.27200000000005,4.356800000000002,139,5240,High,34253.6270984697,29013.62709846969
483,28,Male,11,89.13,Month-to-Month,No Internet,980.43,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,High,1069.56,89.13,1069.56,Developing,1.0,Critical,89.13,1069.56,0.6572921298354825,0.07896345514950165,0.09016393442622951,0.31309504484307593,High Value,0.7252380179372304,292,High Priority,Contract Upgrade Offer,40,0.2,213.912,173.912,4.3478,140,5280,High,34467.53909846969,29187.53909846969
550,38,Male,8,89.08,Month-to-Month,DSL,712.64,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1068.96,89.08,1068.96,Developing,1.0,Critical,89.08,1068.96,0.6567363272565585,0.057395751535286414,0.06557377049180328,0.2991764865629245,High Value,0.7196705946251698,317,High Priority,Contract Upgrade Offer,40,0.2,213.79200000000003,173.79200000000003,4.344800000000001,141,5320,High,34681.331098469695,29361.33109846969
960,49,Female,3,89.23,Month-to-Month,Fiber Optic,267.69,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1070.76,89.23,1070.76,New,0.9975203252032521,Critical,89.00873861788618,1068.104863414634,0.6584037349933305,0.02155964965267291,0.02459016393442623,0.2770549123593743,High Value,0.7093341600657009,371,High Priority,Contract Upgrade Offer,40,0.2,213.62097268292683,173.62097268292683,4.340524317073171,142,5360,High,34894.95207115262,29534.952071152617
122,35,Male,0,88.89,Month-to-Month,Fiber Optic,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1066.68,88.89,1066.68,New,1.0,Critical,88.89,1066.68,0.6546242774566475,0.0,0.0,0.261849710982659,Moderate Value,0.7047398843930636,400,High Priority,Contract Upgrade Offer,40,0.2,213.336,173.336,4.3334,143,5400,High,35108.28807115262,29708.288071152616
44,41,Male,10,88.87,Month-to-Month,DSL,888.7,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1066.44,88.87,1066.44,Developing,1.0,Critical,88.87,1066.44,0.6544019564250779,0.07157555622671902,0.0819672131147541,0.30730403052807137,High Value,0.7229216122112285,304,High Priority,Contract Upgrade Offer,40,0.2,213.288,173.288,4.3322,144,5440,High,35321.57607115262,29881.576071152616
288,50,Female,11,107.38,One-Year,No Internet,1181.1799999999998,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1288.56,107.38,1288.56,Developing,1.0,Critical,107.38,1288.56,0.8601600711427302,0.09513178294573642,0.09016393442622951,0.3999011360946572,Top Value,0.7599604544378629,142,High Priority,Complimentary Tech Support,20,0.15,193.284,173.284,8.6642,145,5460,High,35514.86007115262,30054.860071152616
274,45,Male,52,107.6,Two-Year,No Internet,5595.2,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Premium,1291.1999999999998,107.6,1291.1999999999998,Loyal,0.9975757575757576,Critical,107.33915151515151,1288.0698181818182,0.8626056024899955,0.4506352562166515,0.42622950819672134,0.6093219577210066,Top Value,0.8422742376338571,19,Immediate Action,Complimentary Tech Support,20,0.15,193.21047272727273,173.21047272727273,8.660523636363637,146,5480,High,35708.0705438799,30228.07054387989
111,25,Female,9,107.22,Two-Year,No Internet,964.98,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1286.6399999999999,107.22,1286.6399999999999,Developing,1.0,Critical,107.22,1286.6399999999999,0.8583815028901736,0.07771911809121111,0.07377049180327869,0.38899691543881304,Top Value,0.7555987661755252,160,High Priority,Complimentary Tech Support,20,0.15,192.99599999999998,172.99599999999998,8.649799999999999,147,5500,High,35901.0665438799,30401.06654387989
971,46,Female,12,88.34,Month-to-Month,No Internet,1060.08,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,1060.08,88.34,1060.08,Developing,1.0,Critical,88.34,1060.08,0.6485104490884839,0.08537843551797039,0.09836065573770492,0.3138767960011094,High Value,0.7255507184004437,287,High Priority,Contract Upgrade Offer,40,0.2,212.016,172.016,4.3004,148,5540,High,36113.0825438799,30573.08254387989
862,29,Male,1,106.6,One-Year,No Internet,106.6,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Premium,1279.1999999999998,106.6,1279.1999999999998,New,1.0,Critical,106.6,1279.1999999999998,0.8514895509115163,0.008585523004127654,0.00819672131147541,0.34564993374392006,High Value,0.738259973497568,232,High Priority,Complimentary Tech Support,20,0.15,191.87999999999997,171.87999999999997,8.593999999999998,149,5560,High,36304.9625438799,30744.96254387989
793,47,Female,17,106.45,One-Year,No Internet,1809.65,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1277.4,106.45,1277.4,Developing,1.0,Critical,106.45,1277.4,0.8498221431747444,0.14574851505084063,0.13934426229508198,0.42577690311146243,Top Value,0.770310761244585,106,High Priority,Complimentary Tech Support,20,0.15,191.61,171.61,8.5805,150,5580,High,36496.5725438799,30916.57254387989
975,40,Male,5,88.39,Month-to-Month,Fiber Optic,441.95,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1060.68,88.39,1060.68,New,0.9975203252032521,Critical,88.17082154471545,1058.0498585365854,0.6490662516674078,0.0355944830363435,0.04098360655737705,0.2823304713690276,High Value,0.7114443836695623,358,High Priority,Contract Upgrade Offer,40,0.2,211.60997170731707,171.60997170731707,4.290249292682927,151,5620,High,36708.182515587214,31088.182515587207
1,49,Male,4,88.35,Month-to-Month,Fiber Optic,353.4,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1060.1999999999998,88.35,1060.1999999999998,New,0.9975203252032521,Critical,88.13092073170732,1057.571048780488,0.6486216096042686,0.028462700090607064,0.03278688524590164,0.2776073101848954,High Value,0.7095551191959093,368,High Priority,Contract Upgrade Offer,40,0.2,211.51420975609759,171.51420975609759,4.28785524390244,152,5660,High,36919.69672534331,31259.696725343303
179,42,Male,15,105.43,One-Year,DSL,1581.45,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1265.16,105.43,1265.16,Developing,1.0,Critical,105.43,1265.16,0.8384837705646957,0.12736937481123528,0.12295081967213116,0.41071049432784346,Top Value,0.7642841977311374,127,High Priority,Complimentary Tech Support,20,0.15,189.774,169.774,8.4887,153,5680,High,37109.47072534331,31429.470725343304
919,40,Female,5,87.4,Month-to-Month,No Internet,437.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1048.8000000000002,87.4,1048.8000000000002,New,1.0,Critical,87.4,1048.8000000000002,0.6380613606047133,0.03519581193999798,0.04098360655737705,0.2777889800602289,High Value,0.7111155920240916,361,High Priority,Contract Upgrade Offer,40,0.2,209.76000000000005,169.76000000000005,4.2440000000000015,154,5720,High,37319.23072534331,31599.230725343303
173,44,Female,12,105.36,Two-Year,No Internet,1264.32,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1264.32,105.36,1264.32,Developing,1.0,Critical,105.36,1264.32,0.8377056469542019,0.10182784657203262,0.09836065573770492,0.3953121690163185,Top Value,0.7581248676065274,151,High Priority,Complimentary Tech Support,20,0.15,189.648,169.648,8.4824,155,5740,High,37508.87872534331,31768.878725343304
848,69,Male,15,104.84,One-Year,No Internet,1572.6,No,Yes,1,Expected Range,Expected Range,65+,13-24 Months,Premium,1258.08,104.84,1258.08,Developing,1.0,Critical,104.84,1258.08,0.8319253001333928,0.12665659921473874,0.12295081967213116,0.4078376346965485,Top Value,0.7631350538786194,133,High Priority,Complimentary Tech Support,20,0.15,188.712,168.712,8.435599999999999,156,5760,High,37697.59072534331,31937.590725343303
593,49,Female,33,86.68,Month-to-Month,No Internet,2860.44,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,1040.16,86.68,1040.16,Established,1.0,Critical,86.68,1040.16,0.6300578034682083,0.23037873754152824,0.27049180327868855,0.4002786303464903,Top Value,0.7601114521385961,139,High Priority,Contract Upgrade Offer,40,0.2,208.03200000000004,168.03200000000004,4.200800000000001,157,5800,High,37905.62272534331,32105.622725343303
805,40,Female,1,86.82,Month-to-Month,Fiber Optic,86.82,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1041.84,86.82,1041.84,New,0.9975203252032521,Critical,86.60471463414633,1039.256575609756,0.6316140506891952,0.006992449411054062,0.00819672131147541,0.25714215789741585,Moderate Value,0.7013690582809176,416,High Priority,Contract Upgrade Offer,40,0.2,207.85131512195122,167.85131512195122,4.19628287804878,158,5840,High,38113.47404046526,32273.474040465255
728,48,Male,8,104.35,One-Year,DSL,834.8,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1252.1999999999998,104.35,1252.1999999999998,Developing,1.0,Critical,104.35,1252.1999999999998,0.8264784348599379,0.06723447095540118,0.06557377049180328,0.37051688140131644,High Value,0.7482067525605266,192,High Priority,Complimentary Tech Support,20,0.15,187.82999999999996,167.82999999999996,8.391499999999997,159,5860,High,38301.304040465264,32441.304040465257
311,42,Male,0,104.31,Two-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1251.72,104.31,1251.72,New,1.0,Critical,104.31,1251.72,0.8260337927967987,0.0,0.0,0.33041351711871947,High Value,0.7321654068474878,262,High Priority,Complimentary Tech Support,20,0.15,187.758,167.758,8.3879,160,5880,High,38489.062040465265,32609.062040465258
537,36,Female,2,104.13,One-Year,No Internet,208.26,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1249.56,104.13,1249.56,New,1.0,Critical,104.13,1249.56,0.8240329035126723,0.016773180308064028,0.01639344262295082,0.33958213516862906,High Value,0.7358328540674516,241,High Priority,Complimentary Tech Support,20,0.15,187.434,167.434,8.3717,161,5900,High,38676.49604046527,32776.49604046526
63,33,Male,15,103.96,One-Year,No Internet,1559.4,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Premium,1247.52,103.96,1247.52,Developing,1.0,Critical,103.96,1247.52,0.8221431747443309,0.12559347629115072,0.12295081967213116,0.40355269151766787,Top Value,0.7614210766070671,136,High Priority,Complimentary Tech Support,20,0.15,187.128,167.128,8.356399999999999,162,5920,High,38863.62404046526,32943.624040465256
523,38,Female,0,103.86,Two-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1246.32,103.86,1246.32,New,1.0,Critical,103.86,1246.32,0.8210315695864829,0.0,0.0,0.3284126278345932,High Value,0.7313650511338372,267,High Priority,Complimentary Tech Support,20,0.15,186.94799999999998,166.94799999999998,8.347399999999999,163,5940,High,39050.57204046526,33110.57204046525
920,46,Male,2,103.81,One-Year,No Internet,207.62,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1245.72,103.81,1245.72,New,1.0,Critical,103.81,1245.72,0.8204757670075591,0.016721634954193095,0.01639344262295082,0.3381412396927289,High Value,0.7352564958770915,246,High Priority,Complimentary Tech Support,20,0.15,186.858,166.858,8.3429,164,5960,High,39237.43004046526,33277.43004046525
210,83,Male,2,86.04,Month-to-Month,DSL,172.08,No,Yes,1,Review,Expected Range,65+,0-6 Months,High,1032.48,86.04,1032.48,New,1.0,Critical,86.04,1032.48,0.6229435304579815,0.013859257022047721,0.01639344262295082,0.258126512796647,Moderate Value,0.7032506051186588,406,High Priority,Contract Upgrade Offer,40,0.2,206.496,166.496,4.1624,165,6000,Critical,39443.92604046526,33443.92604046525
132,45,Female,62,86.22,Month-to-Month,DSL,5345.64,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,High,1034.6399999999999,86.22,1034.6399999999999,Loyal,0.9976190476190476,Critical,86.01471428571429,1032.1765714285716,0.6249444197421077,0.4305357897916038,0.5081967213114754,0.5277144746517732,Top Value,0.8096572184321378,46,Immediate Action,Contract Upgrade Offer,40,0.2,206.43531428571433,166.43531428571433,4.160882857142858,166,6040,High,39650.361354750974,33610.36135475097
218,42,Male,14,103.53,One-Year,No Internet,1449.42,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1242.3600000000001,103.53,1242.3600000000001,Developing,1.0,Critical,103.53,1242.3600000000001,0.8173632725655848,0.11673572938689218,0.11475409836065574,0.39649133890181015,Top Value,0.758596535560724,148,High Priority,Complimentary Tech Support,20,0.15,186.354,166.354,8.3177,167,6060,Critical,39836.71535475097,33776.715354750966
35,53,Female,5,85.84,Month-to-Month,DSL,429.2000000000001,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1030.08,85.84,1030.08,New,1.0,Critical,85.84,1030.08,0.6207203201422856,0.03456760293969597,0.04098360655737705,0.27063269072515206,High Value,0.7082530762900608,375,High Priority,Contract Upgrade Offer,40,0.2,206.016,166.016,4.150399999999999,168,6100,Critical,40042.73135475098,33942.73135475097
899,57,Male,8,85.73,Month-to-Month,Fiber Optic,685.84,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1028.76,85.73,1028.76,Developing,1.0,Critical,85.73,1028.76,0.6194975544686528,0.055237289841941005,0.06557377049180328,0.28352551585509134,High Value,0.7134102063420366,351,High Priority,Contract Upgrade Offer,40,0.2,205.752,165.752,4.143800000000001,169,6140,Critical,40248.48335475098,34108.48335475097
904,57,Male,9,85.54,Month-to-Month,DSL,769.86,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1026.48,85.54,1026.48,Developing,1.0,Critical,85.54,1026.48,0.6173855046687419,0.06200422832980972,0.07377049180327869,0.2870983047337498,High Value,0.7148393218934999,344,High Priority,Contract Upgrade Offer,40,0.2,205.29600000000002,165.29600000000002,4.1324000000000005,170,6180,Critical,40453.77935475098,34273.77935475097
363,43,Male,4,85.36,Month-to-Month,No Internet,341.44,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1024.32,85.36,1024.32,New,1.0,Critical,85.36,1024.32,0.6153846153846154,0.027499446290143965,0.03278688524590164,0.26397537366687196,Moderate Value,0.7055901494667488,390,High Priority,Contract Upgrade Offer,40,0.2,204.864,164.864,4.1216,171,6220,Critical,40658.64335475098,34438.64335475097
110,44,Male,18,102.6,One-Year,No Internet,1846.8,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1231.1999999999998,102.6,1231.1999999999998,Developing,1.0,Critical,102.6,1231.1999999999998,0.807025344597599,0.14874056176381756,0.14754098360655737,0.4117545803580151,Top Value,0.764701832143206,125,High Priority,Complimentary Tech Support,20,0.15,184.67999999999998,164.67999999999998,8.233999999999998,172,6240,Critical,40843.32335475098,34603.32335475097
926,29,Female,3,85.23,Month-to-Month,No Internet,255.69,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,1022.76,85.23,1022.76,New,1.0,Critical,85.23,1022.76,0.6139395286794131,0.02059317426759287,0.02459016393442623,0.2589309634490293,Moderate Value,0.7035723853796118,404,High Priority,Contract Upgrade Offer,40,0.2,204.55200000000002,164.55200000000002,4.1138,173,6280,Critical,41047.875354750984,34767.87535475098
994,38,Male,4,102.27,One-Year,Fiber Optic,409.08,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1227.24,102.27,1227.24,New,1.0,Critical,102.27,1227.24,0.8033570475767009,0.03294714587737843,0.03278688524590164,0.3410710413992383,High Value,0.7364284165596953,238,High Priority,Complimentary Tech Support,20,0.15,184.08599999999998,164.08599999999998,8.2043,174,6300,Critical,41231.96135475099,34931.96135475098
383,23,Male,2,102.13,One-Year,No Internet,204.26,No,Yes,1,Expected Range,Expected Range,Under 25,0-6 Months,Premium,1225.56,102.13,1225.56,New,1.0,Critical,102.13,1225.56,0.8018008003557138,0.01645102184637068,0.01639344262295082,0.33057653844425294,High Value,0.7322306153777012,261,High Priority,Complimentary Tech Support,20,0.15,183.83399999999997,163.83399999999997,8.191699999999999,175,6320,Critical,41415.79535475099,35095.79535475098
379,66,Female,44,84.75,Month-to-Month,No Internet,3729.0,No,Yes,1,Expected Range,Expected Range,65+,25-48 Months,High,1017.0,84.75,1017.0,Established,1.0,Critical,84.75,1017.0,0.6086038239217431,0.30033222591362124,0.36065573770491804,0.4387217430646942,Top Value,0.7754886972258777,98,High Priority,Contract Upgrade Offer,40,0.2,203.4,163.4,4.085,176,6360,Critical,41619.19535475099,35259.195354750984
869,51,Male,1,84.64,Month-to-Month,DSL,84.64,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1015.6800000000001,84.64,1015.6800000000001,New,1.0,Critical,84.64,1015.6800000000001,0.6073810582481104,0.0068168730494311885,0.00819672131147541,0.24738750919441393,Moderate Value,0.6989550036777655,423,High Priority,Contract Upgrade Offer,40,0.2,203.13600000000002,163.13600000000002,4.0784,177,6400,Critical,41822.33135475099,35422.33135475098
792,47,Female,0,84.54,Month-to-Month,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1014.48,84.54,1014.48,New,1.0,Critical,84.54,1014.48,0.6062694530902625,0.0,0.0,0.242507781236105,Moderate Value,0.697003112494442,430,High Priority,Contract Upgrade Offer,40,0.2,202.89600000000002,162.89600000000002,4.0724,178,6440,Critical,42025.22735475099,35585.22735475098
631,28,Female,32,84.32,Month-to-Month,No Internet,2698.24,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,High,1011.8399999999999,84.32,1011.8399999999999,Established,1.0,Critical,84.32,1011.8399999999999,0.6038239217429969,0.21731521191986305,0.26229508196721313,0.38316366336095414,Top Value,0.7532654653443817,167,High Priority,Contract Upgrade Offer,40,0.2,202.368,162.368,4.0592,179,6480,Critical,42227.59535475099,35747.595354750985
829,40,Female,26,101.3,Two-Year,No Internet,2633.7999999999997,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1215.6,101.3,1215.6,Established,1.0,Critical,101.3,1215.6,0.7925744775455759,0.21212523910198325,0.21311475409836067,0.4445523132285147,Top Value,0.7778209252914059,91,High Priority,Complimentary Tech Support,20,0.15,182.33999999999997,162.33999999999997,8.116999999999999,180,6500,Critical,42409.93535475099,35909.93535475098
819,45,Female,4,84.08,Month-to-Month,DSL,336.32,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1008.96,84.08,1008.96,New,1.0,Critical,84.08,1008.96,0.6011560693641619,0.027087083459176483,0.03278688524590164,0.2581396282678519,Moderate Value,0.7032558513071407,405,High Priority,Contract Upgrade Offer,40,0.2,201.79200000000003,161.79200000000003,4.0448,181,6540,Critical,42611.72735475099,36071.72735475098
778,42,Female,6,84.28,Month-to-Month,Fiber Optic,505.68,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1011.36,84.28,1011.36,New,0.9975203252032521,Critical,84.07101300813008,1008.852156097561,0.6033792796798578,0.04072727272727273,0.04918032786885246,0.26790133929370175,Moderate Value,0.7056727308394319,389,High Priority,Contract Upgrade Offer,40,0.2,201.7704312195122,161.7704312195122,4.0442607804878055,182,6580,High,42813.4977859705,36233.497785970496
43,43,Male,2,83.74,Month-to-Month,No Internet,167.48,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1004.8799999999999,83.74,1004.8799999999999,New,1.0,Critical,83.74,1004.8799999999999,0.5973766118274789,0.013488774791100371,0.01639344262295082,0.24777007656361444,Moderate Value,0.6991080306254458,422,High Priority,Contract Upgrade Offer,40,0.2,200.976,160.976,4.0244,183,6620,Critical,43014.473785970506,36394.4737859705
434,52,Female,13,83.57,Month-to-Month,No Internet,1086.41,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1002.8399999999999,83.57,1002.8399999999999,Developing,1.0,Critical,83.57,1002.8399999999999,0.5954868830591374,0.08749904359206685,0.10655737704918034,0.29545876274317345,High Value,0.7181835050972694,320,High Priority,Contract Upgrade Offer,40,0.2,200.56799999999998,160.56799999999998,4.0142,184,6660,Critical,43215.041785970505,36555.0417859705
497,34,Female,16,83.54,Month-to-Month,No Internet,1336.64,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,High,1002.48,83.54,1002.48,Developing,1.0,Critical,83.54,1002.48,0.5951534015117832,0.1076524715594483,0.13114754098360656,0.3085266108964218,High Value,0.7234106443585687,303,High Priority,Contract Upgrade Offer,40,0.2,200.496,160.496,4.0124,185,6700,Critical,43415.537785970504,36715.5377859705
777,37,Male,7,83.48,Month-to-Month,DSL,584.36,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1001.76,83.48,1001.76,Developing,0.9975,Critical,83.27130000000001,999.2556000000002,0.5944864384170744,0.04706412966878083,0.05737704918032787,0.268611283045985,High Value,0.705944513218394,387,High Priority,Contract Upgrade Offer,40,0.2,199.85112000000004,159.85112000000004,3.996278000000001,186,6740,High,43615.3889059705,36875.388905970496
387,48,Female,0,99.55,Two-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1194.6,99.55,1194.6,New,1.0,Critical,99.55,1194.6,0.773121387283237,0.0,0.0,0.30924855491329484,High Value,0.7236994219653179,300,High Priority,Complimentary Tech Support,20,0.15,179.18999999999997,159.18999999999997,7.9594999999999985,187,6760,Critical,43794.578905970506,37034.5789059705
953,32,Female,40,82.61,Month-to-Month,No Internet,3304.4,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,High,991.3199999999999,82.61,991.3199999999999,Established,1.0,Critical,82.61,991.3199999999999,0.5848154735437974,0.26613510520487266,0.3278688524590164,0.4090406893539785,Top Value,0.7636162757415914,129,High Priority,Contract Upgrade Offer,40,0.2,198.264,158.264,3.9566000000000003,188,6800,Critical,43992.84290597051,37192.8429059705
28,48,Male,7,82.53,Month-to-Month,No Internet,577.71,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,990.36,82.53,990.36,Developing,1.0,Critical,82.53,990.36,0.583926189417519,0.04652854122621565,0.05737704918032787,0.264199727491265,Moderate Value,0.705679890996506,388,High Priority,Contract Upgrade Offer,40,0.2,198.072,158.072,3.9518,189,6840,Critical,44190.91490597051,37350.9149059705
929,60,Male,3,82.48,Month-to-Month,DSL,247.44,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,High,989.76,82.48,989.76,New,1.0,Critical,82.48,989.76,0.5833703868385951,0.019928722440350346,0.02459016393442623,0.24647074857316723,Moderate Value,0.6985882994292669,426,High Priority,Contract Upgrade Offer,40,0.2,197.952,157.952,3.9488,190,6880,Critical,44388.866905970506,37508.8669059705
980,52,Female,34,82.36,Month-to-Month,Fiber Optic,2800.24,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,988.3199999999999,82.36,988.3199999999999,Established,1.0,Critical,82.36,988.3199999999999,0.5820364606491775,0.22553025269304336,0.27868852459016397,0.38142230384977716,Top Value,0.7525689215399108,170,High Priority,Contract Upgrade Offer,40,0.2,197.664,157.664,3.9415999999999998,191,6920,Critical,44586.5309059705,37666.530905970496
127,35,Male,28,98.61,One-Year,No Internet,2761.08,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,High,1183.32,98.61,1183.32,Established,1.0,Critical,98.61,1183.32,0.7626722987994665,0.22237632135306554,0.22950819672131148,0.44027768117368743,Top Value,0.776111072469475,96,High Priority,Complimentary Tech Support,20,0.15,177.498,157.498,7.874899999999999,192,6940,Critical,44764.0289059705,37824.028905970496
257,57,Female,33,82.26,Month-to-Month,No Internet,2714.5800000000004,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,High,987.1200000000001,82.26,987.1200000000001,Established,1.0,Critical,82.26,987.1200000000001,0.5809248554913297,0.21863122923588044,0.27049180327868855,0.37651382324876215,High Value,0.7506055292995049,181,High Priority,Contract Upgrade Offer,40,0.2,197.42400000000004,157.42400000000004,3.935600000000001,193,6980,Critical,44961.4529059705,37981.452905970495
707,32,Female,5,98.41,Two-Year,No Internet,492.0499999999999,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,1180.92,98.41,1180.92,New,1.0,Critical,98.41,1180.92,0.7604490884837707,0.039629517769052644,0.04098360655737705,0.32829586825202095,High Value,0.7313183473008084,268,High Priority,Complimentary Tech Support,20,0.15,177.138,157.138,7.8569,194,7000,Critical,45138.5909059705,38138.59090597049
