CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage
163,56,Male,13,92.74,Month-to-Month,No Internet,1205.62,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,High,1112.8799999999999,92.74,1112.8799999999999,Developing
164,36,Female,10,88.38,One-Year,No Internet,883.8,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1060.56,88.38,1060.56,Developing
165,54,Male,101,54.78,Month-to-Month,No Internet,5532.78,No,Yes,1,Expected Range,Expected Range,45-54,73+ Months,Moderate,657.36,54.78,657.36,Loyal
166,49,Female,42,44.06,One-Year,DSL,1850.52,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Low,528.72,0.0,0.0,Established
167,53,Male,19,87.23,Two-Year,DSL,1657.37,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1046.76,87.23,1046.76,Developing
168,63,Female,16,83.94,Month-to-Month,Fiber Optic,1343.04,Yes,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,High,1007.28,83.94,1007.28,Developing
169,42,Female,19,46.14,One-Year,DSL,876.66,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,553.6800000000001,46.14,553.6800000000001,Developing
170,37,Male,4,93.46,Month-to-Month,Fiber Optic,373.84,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1121.52,93.46,1121.52,New
171,36,Female,10,70.97,Month-to-Month,No Internet,709.7,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,851.64,70.97,851.64,Developing
172,36,Male,0,90.1,Month-to-Month,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1081.1999999999998,90.1,1081.1999999999998,New
173,44,Female,12,105.36,Two-Year,No Internet,1264.32,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1264.32,105.36,1264.32,Developing
174,48,Female,15,45.28,Two-Year,Fiber Optic,679.2,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,543.36,45.28,543.36,Developing
175,47,Female,5,31.72,Two-Year,Fiber Optic,158.6,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,380.64,31.72,380.64,New
176,53,Female,66,100.12,Two-Year,Fiber Optic,6607.92,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Premium,1201.44,100.12,1201.44,Loyal
177,45,Female,48,84.87,Month-to-Month,DSL,4073.76,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,1018.44,84.87,1018.44,Established
178,59,Male,25,92.97,Month-to-Month,No Internet,2324.25,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,High,1115.6399999999999,92.97,1115.6399999999999,Established
179,42,Male,15,105.43,One-Year,DSL,1581.45,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1265.16,105.43,1265.16,Developing
180,72,Female,40,102.25,Month-to-Month,Fiber Optic,4090.0,No,Yes,1,Expected Range,Expected Range,65+,25-48 Months,Premium,1227.0,102.25,1227.0,Established
181,51,Female,2,116.48,Month-to-Month,Fiber Optic,232.96,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1397.76,116.48,1397.76,New
182,36,Female,31,78.23,Month-to-Month,Fiber Optic,2425.13,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,High,938.76,78.23,938.76,Established
183,34,Female,2,73.96,One-Year,No Internet,147.92,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,887.52,73.96,887.52,New
184,49,Male,31,66.17,One-Year,Fiber Optic,2051.27,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Moderate,794.04,0.0,0.0,Established
185,42,Female,6,43.83,Month-to-Month,No Internet,262.98,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,525.96,43.83,525.96,New
186,52,Male,41,81.53,Month-to-Month,DSL,3342.73,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,978.36,81.53,978.36,Established
187,49,Female,57,54.93,One-Year,Fiber Optic,3131.01,Yes,No,0,Expected Range,Expected Range,45-54,49-72 Months,Moderate,659.16,0.0,0.0,Loyal
188,44,Male,3,112.92,One-Year,No Internet,338.76,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1355.04,112.92,1355.04,New
189,36,Male,12,82.49,Month-to-Month,Fiber Optic,989.88,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,989.8799999999999,82.49,989.8799999999999,Developing
190,29,Male,79,83.36,One-Year,No Internet,6585.44,No,Yes,1,Expected Range,Expected Range,25-34,73+ Months,High,1000.3199999999999,83.36,1000.3199999999999,Loyal
191,40,Male,13,61.94,Month-to-Month,DSL,805.22,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,743.28,61.94,743.28,Developing
192,53,Female,39,34.68,Month-to-Month,Fiber Optic,1352.52,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,416.15999999999997,34.68,416.15999999999997,Established
193,47,Male,17,32.86,One-Year,Fiber Optic,558.62,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,Low,394.32,0.0,0.0,Developing
194,32,Male,9,68.1,One-Year,No Internet,612.9,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Moderate,817.1999999999999,68.1,817.1999999999999,Developing
195,46,Male,6,37.61,Month-to-Month,DSL,225.66,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,451.32,37.61,451.32,New
196,48,Male,4,84.62,One-Year,No Internet,338.48,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1015.44,84.62,1015.44,New
197,36,Male,28,109.29,One-Year,Fiber Optic,3060.1200000000003,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1311.48,109.29,1311.48,Established
198,46,Male,9,109.46,One-Year,DSL,985.14,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1313.52,109.46,1313.52,Developing
199,45,Female,14,89.31,One-Year,Fiber Optic,1250.34,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1071.72,89.31,1071.72,Developing
200,33,Female,13,49.01,One-Year,Fiber Optic,637.13,Yes,No,0,Expected Range,Expected Range,25-34,13-24 Months,Low,588.12,0.0,0.0,Developing
201,48,Female,17,107.67,Month-to-Month,Fiber Optic,1830.39,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1292.04,107.67,1292.04,Developing
202,50,Male,40,109.75,Month-to-Month,No Internet,4390.0,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1317.0,109.75,1317.0,Established
203,55,Male,78,47.7,Month-to-Month,Fiber Optic,3720.6,Yes,Yes,1,Expected Range,Expected Range,55-64,73+ Months,Low,572.4000000000001,47.7,572.4000000000001,Loyal
204,55,Female,10,96.37,Month-to-Month,Fiber Optic,963.7,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1156.44,96.37,1156.44,Developing
205,31,Female,35,55.79,One-Year,Fiber Optic,1952.65,Yes,No,0,Expected Range,Expected Range,25-34,25-48 Months,Moderate,669.48,0.0,0.0,Established
206,35,Male,28,102.24,One-Year,DSL,2862.72,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1226.8799999999999,102.24,1226.8799999999999,Established
207,50,Male,17,119.75,Month-to-Month,DSL,2035.75,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1437.0,119.75,1437.0,Developing
208,50,Male,62,32.7,Month-to-Month,Fiber Optic,2027.4,Yes,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Low,392.40000000000003,32.7,392.40000000000003,Loyal
209,50,Male,4,110.76,Month-to-Month,Fiber Optic,443.04,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1329.1200000000001,110.76,1329.1200000000001,New
210,83,Male,2,86.04,Month-to-Month,DSL,172.08,No,Yes,1,Review,Expected Range,65+,0-6 Months,High,1032.48,86.04,1032.48,New
211,50,Female,38,117.6,One-Year,Fiber Optic,4468.8,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1411.1999999999998,117.6,1411.1999999999998,Established
212,56,Female,11,71.85,Month-to-Month,Fiber Optic,790.3499999999999,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,862.1999999999999,71.85,862.1999999999999,Developing
213,54,Female,37,106.26,One-Year,DSL,3931.62,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1275.1200000000001,106.26,1275.1200000000001,Established
214,51,Female,44,35.62,Two-Year,Fiber Optic,1567.28,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Low,427.43999999999994,0.0,0.0,Established
215,41,Female,1,60.18,Month-to-Month,DSL,60.18,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,722.16,60.18,722.16,New
216,52,Female,42,36.03,Month-to-Month,No Internet,1513.26,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,432.36,36.03,432.36,Established
217,37,Female,11,117.78,Month-to-Month,No Internet,1295.58,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1413.3600000000001,117.78,1413.3600000000001,Developing
218,42,Male,14,103.53,One-Year,No Internet,1449.42,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1242.3600000000001,103.53,1242.3600000000001,Developing
219,40,Male,19,106.73,One-Year,DSL,2027.87,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1280.76,106.73,1280.76,Developing
220,45,Male,52,114.42,Month-to-Month,No Internet,5949.84,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Premium,1373.04,114.42,1373.04,Loyal
221,68,Female,0,37.66,One-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,65+,0-6 Months,Low,451.91999999999996,37.66,451.91999999999996,New
222,26,Female,12,64.7,Two-Year,No Internet,776.4000000000001,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Moderate,776.4000000000001,64.7,776.4000000000001,Developing
223,51,Male,23,36.39,Month-to-Month,DSL,836.97,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,436.68,36.39,436.68,Developing
224,28,Female,25,48.97,Month-to-Month,Fiber Optic,1224.25,Yes,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Low,587.64,48.97,587.64,Established
225,40,Male,23,50.64,Two-Year,No Internet,1164.72,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,607.6800000000001,50.64,607.6800000000001,Developing
226,55,Female,2,72.22,One-Year,Fiber Optic,144.44,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Moderate,866.64,72.22,866.64,New
227,45,Male,7,54.17,Two-Year,Fiber Optic,379.19,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,650.04,54.17,650.04,Developing
228,34,Male,8,39.09,One-Year,Fiber Optic,312.72,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Low,469.08000000000004,39.09,469.08000000000004,Developing
229,37,Female,32,45.07,Two-Year,Fiber Optic,1442.24,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Low,540.84,0.0,0.0,Established
230,51,Male,6,43.25,Month-to-Month,DSL,259.5,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,519.0,43.25,519.0,New
231,37,Male,4,117.58,One-Year,Fiber Optic,470.32,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1410.96,117.58,1410.96,New
232,47,Male,63,98.34,Two-Year,DSL,6195.42,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,High,1180.08,98.34,1180.08,Loyal
233,45,Female,0,117.1,One-Year,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1405.1999999999998,117.1,1405.1999999999998,New
234,38,Female,122,69.58,Month-to-Month,DSL,8488.76,No,Yes,1,Expected Range,Review,35-44,73+ Months,Moderate,834.96,69.58,834.96,Loyal
235,66,Male,22,55.05,Month-to-Month,Fiber Optic,1211.1,Yes,Yes,1,Expected Range,Expected Range,65+,13-24 Months,Moderate,660.5999999999999,55.05,660.5999999999999,Developing
236,51,Female,35,101.85,Month-to-Month,DSL,3564.75,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1222.1999999999998,101.85,1222.1999999999998,Established
237,24,Female,6,59.36,Month-to-Month,Fiber Optic,356.15999999999997,No,Yes,1,Expected Range,Expected Range,Under 25,0-6 Months,Moderate,712.3199999999999,59.36,712.3199999999999,New
238,46,Male,0,56.94,Month-to-Month,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,683.28,56.94,683.28,New
239,38,Male,26,50.93,One-Year,DSL,1324.18,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Moderate,611.16,0.0,0.0,Established
240,53,Male,35,41.67,One-Year,DSL,1458.45,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Low,500.04,0.0,0.0,Established
241,37,Male,26,53.08,Month-to-Month,DSL,1380.08,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,636.96,53.08,636.96,Established
242,43,Female,3,61.98,One-Year,No Internet,185.94,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,743.76,61.98,743.76,New
243,50,Male,28,90.66,Month-to-Month,Fiber Optic,2538.48,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,1087.92,90.66,1087.92,Established
244,53,Female,29,35.63,Month-to-Month,Fiber Optic,1033.27,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,427.56000000000006,35.63,427.56000000000006,Established
245,32,Female,21,48.95,Month-to-Month,DSL,1027.95,Yes,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Low,587.4000000000001,48.95,587.4000000000001,Developing
246,41,Male,29,102.81,One-Year,Fiber Optic,2981.49,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1233.72,102.81,1233.72,Established
247,40,Female,37,43.22,Month-to-Month,No Internet,1599.14,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Low,518.64,43.22,518.64,Established
248,38,Male,19,60.84,Month-to-Month,No Internet,1155.96,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,730.08,60.84,730.08,Developing
249,62,Female,1,107.82,Month-to-Month,Fiber Optic,107.82,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1293.84,107.82,1293.84,New
250,49,Female,13,43.94,Two-Year,DSL,571.22,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,Low,527.28,0.0,0.0,Developing
251,32,Female,1,37.45,Month-to-Month,DSL,37.45,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,449.40000000000003,37.45,449.40000000000003,New
252,54,Female,10,73.61,One-Year,DSL,736.1,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,883.3199999999999,73.61,883.3199999999999,Developing
253,66,Male,10,57.22,One-Year,DSL,572.2,Yes,Yes,1,Expected Range,Expected Range,65+,7-12 Months,Moderate,686.64,57.22,686.64,Developing
254,55,Female,1,80.71,One-Year,DSL,80.71,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,High,968.52,80.71,968.52,New
255,29,Female,8,102.34,Two-Year,DSL,818.72,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1228.08,102.34,1228.08,Developing
256,40,Female,2,42.34,Month-to-Month,Fiber Optic,84.68,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,508.08000000000004,42.34,508.08000000000004,New
257,57,Female,33,82.26,Month-to-Month,No Internet,2714.5800000000004,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,High,987.1200000000001,82.26,987.1200000000001,Established
258,37,Female,59,75.5,Two-Year,Fiber Optic,4454.5,Yes,No,0,Expected Range,Expected Range,35-44,49-72 Months,High,906.0,0.0,0.0,Loyal
259,49,Male,1,42.97,Month-to-Month,No Internet,42.97,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,515.64,42.97,515.64,New
260,52,Male,62,86.16,One-Year,No Internet,5341.92,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,High,1033.92,86.16,1033.92,Loyal
261,35,Female,14,54.63,One-Year,DSL,764.82,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,Moderate,655.5600000000001,0.0,0.0,Developing
262,44,Male,7,73.91,One-Year,No Internet,517.37,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,886.92,73.91,886.92,Developing
263,12,Female,1,37.4,Two-Year,DSL,37.4,No,Yes,1,Review,Expected Range,Under 25,0-6 Months,Low,448.79999999999995,37.4,448.79999999999995,New
264,34,Female,13,71.36,Two-Year,Fiber Optic,927.68,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Moderate,856.3199999999999,71.36,856.3199999999999,Developing
265,42,Male,31,57.58,One-Year,Fiber Optic,1784.98,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Moderate,690.96,0.0,0.0,Established
266,32,Male,24,104.01,Month-to-Month,No Internet,2496.24,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Premium,1248.1200000000001,104.01,1248.1200000000001,Developing
267,61,Female,1,35.13,Two-Year,DSL,35.13,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Low,421.56000000000006,35.13,421.56000000000006,New
268,30,Male,1,67.67,Month-to-Month,DSL,67.67,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,812.04,67.67,812.04,New
269,40,Female,10,71.26,Month-to-Month,No Internet,712.6,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,855.1200000000001,71.26,855.1200000000001,Developing
270,46,Male,6,95.25,Two-Year,DSL,571.5,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1143.0,95.25,1143.0,New
271,59,Female,5,81.69,Month-to-Month,Fiber Optic,408.45,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,High,980.28,81.69,980.28,New
272,30,Male,6,90.05,Month-to-Month,No Internet,540.3,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,1080.6,90.05,1080.6,New
273,56,Female,32,99.93,Month-to-Month,No Internet,3197.76,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,High,1199.16,99.93,1199.16,Established
274,45,Male,52,107.6,Two-Year,No Internet,5595.2,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Premium,1291.1999999999998,107.6,1291.1999999999998,Loyal
275,35,Female,10,58.25,One-Year,No Internet,582.5,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,699.0,58.25,699.0,Developing
276,49,Male,47,78.42,One-Year,DSL,3685.74,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,High,941.04,0.0,0.0,Established
277,46,Female,7,105.61,Month-to-Month,No Internet,739.27,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1267.32,105.61,1267.32,Developing
278,38,Female,12,119.05,One-Year,Fiber Optic,1428.6,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1428.6,119.05,1428.6,Developing
279,45,Male,5,110.06,One-Year,Fiber Optic,550.3,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1320.72,110.06,1320.72,New
280,41,Male,20,63.43,Month-to-Month,DSL,1268.6,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,761.16,63.43,761.16,Developing
281,46,Male,77,47.56,Month-to-Month,Fiber Optic,3662.12,No,Yes,1,Expected Range,Expected Range,45-54,73+ Months,Low,570.72,47.56,570.72,Loyal
282,51,Female,18,74.05,Month-to-Month,No Internet,1332.9,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,888.5999999999999,74.05,888.5999999999999,Developing
283,60,Female,8,96.75,Two-Year,No Internet,774.0,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1161.0,96.75,1161.0,Developing
284,32,Female,20,74.33,One-Year,Fiber Optic,1486.6,Yes,No,0,Expected Range,Expected Range,25-34,13-24 Months,Moderate,891.96,0.0,0.0,Developing
285,66,Male,2,73.49,Two-Year,DSL,146.98,No,Yes,1,Expected Range,Expected Range,65+,0-6 Months,Moderate,881.8799999999999,73.49,881.8799999999999,New
286,25,Male,43,105.44,Month-to-Month,Fiber Optic,4533.92,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Premium,1265.28,105.44,1265.28,Established
287,43,Female,13,62.53,One-Year,No Internet,812.89,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,750.36,62.53,750.36,Developing
288,50,Female,11,107.38,One-Year,No Internet,1181.1799999999998,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1288.56,107.38,1288.56,Developing
289,47,Female,17,66.61,One-Year,Fiber Optic,1132.37,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,Moderate,799.3199999999999,0.0,0.0,Developing
290,38,Male,19,59.54,Two-Year,DSL,1131.26,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,Moderate,714.48,0.0,0.0,Developing
291,42,Female,1,70.86,Month-to-Month,Fiber Optic,70.86,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,850.3199999999999,70.86,850.3199999999999,New
292,40,Male,22,98.62,Month-to-Month,Fiber Optic,2169.6400000000003,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,1183.44,98.62,1183.44,Developing
293,39,Male,5,41.34,One-Year,No Internet,206.7,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,496.08000000000004,41.34,496.08000000000004,New
294,53,Female,25,47.68,One-Year,Fiber Optic,1192.0,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,572.16,47.68,572.16,Established
295,48,Female,34,115.63,One-Year,Fiber Optic,3931.42,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1387.56,115.63,1387.56,Established
296,38,Female,32,45.79,Month-to-Month,Fiber Optic,1465.28,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Low,549.48,45.79,549.48,Established
297,53,Male,16,81.1,One-Year,DSL,1297.6,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,High,973.1999999999999,0.0,0.0,Developing
298,48,Male,14,82.14,Month-to-Month,No Internet,1149.96,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,985.6800000000001,82.14,985.6800000000001,Developing
299,53,Female,3,74.07,Month-to-Month,Fiber Optic,222.21,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,888.8399999999999,74.07,888.8399999999999,New
300,51,Female,29,88.03,One-Year,Fiber Optic,2552.87,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,High,1056.3600000000001,0.0,0.0,Established
301,36,Male,6,50.68,One-Year,Fiber Optic,304.08,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,608.16,50.68,608.16,New
302,39,Male,13,79.74,Month-to-Month,Fiber Optic,1036.62,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,956.8799999999999,79.74,956.8799999999999,Developing
303,52,Male,6,63.5,Month-to-Month,Fiber Optic,381.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,762.0,63.5,762.0,New
304,51,Female,2,89.55,Month-to-Month,No Internet,179.1,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1074.6,89.55,1074.6,New
305,44,Male,19,42.71,Month-to-Month,DSL,811.49,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,512.52,42.71,512.52,Developing
306,46,Male,1,81.38,One-Year,Fiber Optic,81.38,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,976.56,81.38,976.56,New
307,57,Male,27,46.67,Two-Year,DSL,1260.09,Yes,No,0,Expected Range,Expected Range,55-64,25-48 Months,Low,560.04,0.0,0.0,Established
308,39,Male,7,55.08,Month-to-Month,Fiber Optic,385.56,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,660.96,55.08,660.96,Developing
309,50,Male,0,49.68,One-Year,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,596.16,49.68,596.16,New
310,42,Female,14,46.46,Two-Year,Fiber Optic,650.44,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,Low,557.52,0.0,0.0,Developing
311,42,Male,0,104.31,Two-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1251.72,104.31,1251.72,New
312,55,Female,6,55.71,Month-to-Month,No Internet,334.26,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Moderate,668.52,55.71,668.52,New
313,53,Male,24,113.44,Two-Year,Fiber Optic,2722.56,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1361.28,113.44,1361.28,Developing
314,53,Female,1,117.29,Month-to-Month,Fiber Optic,117.29,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1407.48,117.29,1407.48,New
315,58,Female,36,81.41,Month-to-Month,DSL,2930.76,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,High,976.92,81.41,976.92,Established
316,45,Female,0,42.87,Month-to-Month,Fiber Optic,0.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,514.4399999999999,42.87,514.4399999999999,New
317,51,Female,5,63.71,Month-to-Month,No Internet,318.55,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,764.52,63.71,764.52,New
318,41,Male,27,101.8,Month-to-Month,DSL,2748.6,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1221.6,101.8,1221.6,Established
319,48,Male,7,63.07,Month-to-Month,Fiber Optic,441.49,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,756.84,63.07,756.84,Developing
320,43,Female,2,37.83,Month-to-Month,No Internet,75.66,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,453.96,37.83,453.96,New
321,45,Female,8,80.11,Two-Year,No Internet,640.88,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,961.3199999999999,80.11,961.3199999999999,Developing
322,50,Female,6,106.06,Two-Year,DSL,636.36,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1272.72,106.06,1272.72,New
323,36,Female,36,101.63,Month-to-Month,Fiber Optic,3658.68,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1219.56,101.63,1219.56,Established
324,65,Female,7,45.76,Two-Year,DSL,320.32,No,Yes,1,Expected Range,Expected Range,65+,7-12 Months,Low,549.12,45.76,549.12,Developing
325,34,Male,31,90.55,Two-Year,DSL,2807.0499999999997,Yes,No,0,Expected Range,Expected Range,25-34,25-48 Months,High,1086.6,0.0,0.0,Established
326,32,Male,44,49.85,One-Year,No Internet,2193.4,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Low,598.2,49.85,598.2,Established
327,56,Female,11,49.64,Month-to-Month,No Internet,546.04,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Low,595.6800000000001,49.64,595.6800000000001,Developing
