CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage,ChurnProbability,RiskBand,MonthlyRevenueAtRisk,AnnualRevenueAtRisk,MonthlyChargesNormalized,TotalChargesNormalized,TenureNormalized,CustomerValueScore,ValueTier,RetentionPriorityScore,RetentionPriorityRank,PriorityTier,RecommendedAction,InterventionCost,ExpectedSuccessRate,ExpectedRevenueProtected,ExpectedNetBenefit,ExpectedROI,CampaignRank,CumulativeCampaignCost,CampaignRiskTier,CumulativeExpectedRevenueProtected,CumulativeExpectedNetBenefit,IsActionable,ActionableCampaignRank,ActionableCumulativeCost,SelectedUnderBudget_1000,SelectedUnderBudget_2500,SelectedUnderBudget_5000,SelectedUnderBudget_10000,SelectedUnderBudget_15000,SelectedUnderBudget_20000
299,53,Female,3,74.07,Month-to-Month,Fiber Optic,222.21,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,888.8399999999999,74.07,888.8399999999999,New,1.0,Critical,74.07,888.8399999999999,0.4898843930635838,0.01789670794321957,0.02459016393442623,0.20836514598916692,Moderate Value,0.6833460583956668,486,High Priority,Contract Upgrade Offer,40,0.2,177.768,137.768,3.4442,240,8540,Critical,53558.84851250707,45018.848512507066,True,240.0,8540.0,False,False,False,True,True,True
282,51,Female,18,74.05,Month-to-Month,No Internet,1332.9,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,888.5999999999999,74.05,888.5999999999999,Developing,1.0,Critical,74.05,888.5999999999999,0.4896620720320143,0.10735125339776504,0.14754098360655737,0.2703230134036628,High Value,0.7081292053614652,376,High Priority,Contract Upgrade Offer,40,0.2,177.72,137.72,3.443,241,8580,Critical,53736.568512507074,45156.56851250707,True,241.0,8580.0,False,False,False,True,True,True
932,63,Female,8,87.69,Two-Year,No Internet,701.52,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1052.28,87.69,1052.28,Developing,0.9979999999999999,Critical,87.51462,1050.17544,0.6412850155624723,0.05650015101177892,0.06557377049180328,0.2926825017020624,High Value,0.7158730006808248,337,High Priority,Complimentary Tech Support,20,0.15,157.52631599999998,137.52631599999998,6.876315799999999,242,8600,High,53894.09482850708,45294.09482850707,True,242.0,8600.0,False,False,False,True,True,True
70,38,Male,0,87.27,One-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1047.24,87.27,1047.24,New,1.0,Critical,87.27,1047.24,0.6366162738995109,0.0,0.0,0.2546465095598044,Moderate Value,0.7018586038239217,411,High Priority,Complimentary Tech Support,20,0.15,157.08599999999998,137.08599999999998,6.854299999999999,243,8620,Critical,54051.18082850708,45431.18082850707,True,243.0,8620.0,False,False,False,True,True,True
592,40,Male,10,87.19,One-Year,No Internet,871.9,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1046.28,87.19,1046.28,Developing,1.0,Critical,87.19,1046.28,0.6357269897732326,0.07022249068760697,0.0819672131147541,0.29936047092864404,High Value,0.7197441883714576,316,High Priority,Complimentary Tech Support,20,0.15,156.94199999999998,136.94199999999998,6.847099999999999,244,8640,Critical,54208.12282850708,45568.122828507076,True,244.0,8640.0,False,False,False,True,True,True
890,56,Female,15,86.92,Two-Year,No Internet,1303.8,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,High,1043.04,86.92,1043.04,Developing,0.9979999999999999,Critical,86.74615999999999,1040.95392,0.6327256558470432,0.10500755058894594,0.12295081967213116,0.3205806099629812,High Value,0.7270322439851924,282,High Priority,Complimentary Tech Support,20,0.15,156.14308799999998,136.14308799999998,6.807154399999999,245,8660,High,54364.26591650708,45704.26591650707,True,245.0,8660.0,False,False,False,True,True,True
910,66,Female,36,73.06,Month-to-Month,No Internet,2630.16,No,Yes,1,Expected Range,Expected Range,65+,25-48 Months,Moderate,876.72,73.06,876.72,Established,1.0,Critical,73.06,876.72,0.47865718096931975,0.21183207490184233,0.29508196721311475,0.3393745904066514,High Value,0.7357498361626605,243,High Priority,Contract Upgrade Offer,40,0.2,175.34400000000002,135.34400000000002,3.3836000000000004,246,8700,Critical,54539.60991650708,45839.60991650707,True,246.0,8700.0,False,False,False,True,True,True
524,50,Male,8,72.96,Month-to-Month,Fiber Optic,583.68,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,875.52,72.96,875.52,Developing,1.0,Critical,72.96,875.52,0.4775455758114717,0.04700936273029296,0.06557377049180328,0.22386494990314204,Moderate Value,0.6895459799612568,463,High Priority,Contract Upgrade Offer,40,0.2,175.104,135.104,3.3776,247,8740,Critical,54714.71391650708,45974.71391650707,True,247.0,8740.0,False,False,False,True,True,True
260,52,Male,62,86.16,One-Year,No Internet,5341.92,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,High,1033.92,86.16,1033.92,Loyal,0.9988888888888887,Critical,86.06426666666665,1032.7712,0.6242774566473989,0.43023618242222894,0.5081967213114754,0.5273428268346085,Top Value,0.8102704640671766,44,Immediate Action,Complimentary Tech Support,20,0.15,154.91567999999998,134.91567999999998,6.745783999999999,248,8760,High,54869.629596507075,46109.62959650707,True,248.0,8760.0,False,False,False,True,True,True
418,46,Male,9,86.04,One-Year,No Internet,774.36,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,1032.48,86.04,1032.48,Developing,1.0,Critical,86.04,1032.48,0.6229435304579815,0.06236665659921474,0.07377049180327869,0.28944836494373744,High Value,0.7157793459774949,338,High Priority,Complimentary Tech Support,20,0.15,154.87199999999999,134.87199999999999,6.743599999999999,249,8780,Critical,55024.50159650708,46244.50159650707,True,249.0,8780.0,False,False,False,True,True,True
557,40,Female,4,85.15,One-Year,No Internet,340.6,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1021.8000000000001,85.15,1021.8000000000001,New,1.0,Critical,85.15,1021.8000000000001,0.6130502445531348,0.027431793013188363,0.03278688524590164,0.2630179466873453,Moderate Value,0.7052071786749381,395,High Priority,Complimentary Tech Support,20,0.15,153.27,133.27,6.663500000000001,250,8800,Critical,55177.771596507075,46377.77159650707,True,250.0,8800.0,False,False,False,True,True,True
518,35,Male,3,85.26,One-Year,DSL,255.78000000000003,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1023.1200000000001,85.26,1023.1200000000001,New,0.9969811320754718,Critical,85.00261132075472,1020.0313358490566,0.6142730102267676,0.020600422832980976,0.02459016393442623,0.25906689306585695,Moderate Value,0.7018154364716258,413,High Priority,Complimentary Tech Support,20,0.15,153.0047003773585,133.0047003773585,6.6502350188679245,251,8820,High,55330.77629688443,46510.776296884425,True,251.0,8820.0,False,False,False,True,True,True
933,30,Male,2,71.96,Month-to-Month,No Internet,143.92,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,863.52,71.96,863.52,New,1.0,Critical,71.96,863.52,0.46642952423299244,0.011591261451726566,0.01639344262295082,0.19472711185703898,Moderate Value,0.6778908447428156,505,High Priority,Contract Upgrade Offer,40,0.2,172.704,132.704,3.3176,252,8860,Critical,55503.48029688443,46643.48029688442,True,252.0,8860.0,False,False,False,True,True,True
800,45,Female,22,71.88,Month-to-Month,No Internet,1581.36,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,862.56,71.88,862.56,Developing,1.0,Critical,71.88,862.56,0.46554024010671413,0.12736212624584717,0.18032786885245902,0.27587480744184695,High Value,0.7103499229767387,364,High Priority,Contract Upgrade Offer,40,0.2,172.512,132.512,3.3128,253,8900,Critical,55675.99229688443,46775.992296884426,True,253.0,8900.0,False,False,False,True,True,True
212,56,Female,11,71.85,Month-to-Month,Fiber Optic,790.3499999999999,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,862.1999999999999,71.85,862.1999999999999,Developing,1.0,Critical,71.85,862.1999999999999,0.46520675855935967,0.06365448504983388,0.09016393442622951,0.23090275679774314,Moderate Value,0.6923611027190972,447,High Priority,Contract Upgrade Offer,40,0.2,172.44,132.44,3.311,254,8940,Critical,55848.432296884435,46908.43229688443,True,254.0,8940.0,False,False,False,True,True,True
196,48,Male,4,84.62,One-Year,No Internet,338.48,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1015.44,84.62,1015.44,New,1.0,Critical,84.62,1015.44,0.6071587372165408,0.02726104902849089,0.03278688524590164,0.26060158335806355,Moderate Value,0.7042406333432254,402,High Priority,Complimentary Tech Support,20,0.15,152.316,132.316,6.6158,255,8960,Critical,56000.748296884434,47040.74829688443,True,255.0,8960.0,False,False,False,True,True,True
269,40,Female,10,71.26,Month-to-Month,No Internet,712.6,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,855.1200000000001,71.26,855.1200000000001,Developing,1.0,Critical,71.26,855.1200000000001,0.458648288128057,0.057392529950669485,0.0819672131147541,0.22403850401264566,Moderate Value,0.6896154016050582,460,High Priority,Contract Upgrade Offer,40,0.2,171.02400000000003,131.02400000000003,3.2756000000000007,256,9000,Critical,56171.77229688443,47171.772296884425,True,256.0,9000.0,False,False,False,True,True,True
142,58,Female,8,83.72,One-Year,No Internet,669.76,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1004.64,83.72,1004.64,Developing,1.0,Critical,83.72,1004.64,0.5971542907959093,0.053942212825933755,0.06557377049180328,0.27413493343039136,High Value,0.7096539733721565,365,High Priority,Complimentary Tech Support,20,0.15,150.696,130.696,6.5348,257,9020,Critical,56322.468296884435,47302.46829688443,True,257.0,9020.0,False,False,False,True,True,True
171,36,Female,10,70.97,Month-to-Month,No Internet,709.7,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,851.64,70.97,851.64,Developing,1.0,Critical,70.97,851.64,0.4554246331702979,0.057158965065941814,0.0819672131147541,0.22266729431988733,Moderate Value,0.6890669177279549,465,High Priority,Contract Upgrade Offer,40,0.2,170.328,130.328,3.2582,258,9060,Critical,56492.79629688444,47432.79629688443,True,258.0,9060.0,False,False,False,True,True,True
155,47,Female,6,70.93,Month-to-Month,DSL,425.58,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,851.1600000000001,70.93,851.1600000000001,New,1.0,Critical,70.93,851.1600000000001,0.4549799911071589,0.03427604953186349,0.04918032786885246,0.2062836957462289,Moderate Value,0.6825134782984915,489,High Priority,Contract Upgrade Offer,40,0.2,170.23200000000003,130.23200000000003,3.2558000000000007,259,9100,Critical,56663.02829688444,47563.02829688443,True,259.0,9100.0,False,False,False,True,True,True
291,42,Female,1,70.86,Month-to-Month,Fiber Optic,70.86,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,850.3199999999999,70.86,850.3199999999999,New,0.9975203252032521,Critical,70.68429024390244,848.2114829268293,0.45420186749666525,0.005707037148897614,0.00819672131147541,0.18572739032864913,Moderate Value,0.6728031512534108,527,High Priority,Contract Upgrade Offer,40,0.2,169.64229658536587,129.64229658536587,3.2410574146341466,260,9140,High,56832.670593469804,47692.6705934698,True,260.0,9140.0,False,False,False,True,True,True
673,41,Male,58,82.95,Two-Year,No Internet,4811.1,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,High,995.4000000000001,82.95,995.4000000000001,Loyal,1.0,Critical,82.95,995.4000000000001,0.5885949310804803,0.38748414376321355,0.4754098360655738,0.4899098817657103,Top Value,0.7959639527062841,59,High Priority,Complimentary Tech Support,20,0.15,149.31,129.31,6.4655000000000005,261,9160,Critical,56981.9805934698,47821.980593469794,True,261.0,9160.0,False,False,False,True,True,True
134,49,Female,43,82.82,One-Year,No Internet,3561.26,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,993.8399999999999,82.82,993.8399999999999,Established,1.0,Critical,82.82,993.8399999999999,0.587149844375278,0.2868225108225108,0.3524590163934426,0.42336257063635063,Top Value,0.7693450282545402,108,High Priority,Complimentary Tech Support,20,0.15,149.076,129.076,6.453799999999999,262,9180,Critical,57131.0565934698,47951.056593469795,True,262.0,9180.0,False,False,False,True,True,True
668,60,Male,76,82.49,One-Year,No Internet,6269.24,No,Yes,1,Expected Range,Expected Range,55-64,73+ Months,High,989.8799999999999,82.49,989.8799999999999,Loyal,0.9968888888888888,Critical,82.23336444444443,986.8003733333333,0.5834815473543797,0.5049221785965972,0.6229508196721312,0.5658530863685938,Top Value,0.8244745678807708,30,Immediate Action,Complimentary Tech Support,20,0.15,148.02005599999998,128.02005599999998,6.401002799999999,263,9200,High,57279.076649469804,48079.0766494698,True,263.0,9200.0,False,False,False,True,True,True
877,39,Male,3,69.97,Month-to-Month,DSL,209.91,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,839.64,69.97,839.64,New,1.0,Critical,69.97,839.64,0.44430858159181863,0.016906070673512533,0.02459016393442623,0.18978809835606342,Moderate Value,0.6759152393424254,518,High Priority,Contract Upgrade Offer,40,0.2,167.928,127.928,3.1982,264,9240,Critical,57447.0046494698,48207.004649469796,True,264.0,9240.0,False,False,False,True,True,True
903,45,Female,2,69.87,Month-to-Month,DSL,139.74,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,838.44,69.87,838.44,New,1.0,Critical,69.87,838.44,0.4431969764339708,0.011254605859257022,0.01639344262295082,0.185316263280066,Moderate Value,0.6741265053120263,525,High Priority,Contract Upgrade Offer,40,0.2,167.68800000000002,127.68800000000002,3.1922000000000006,265,9280,Critical,57614.692649469805,48334.6926494698,True,265.0,9280.0,False,False,False,True,True,True
744,45,Male,14,82.0,Two-Year,No Internet,1148.0,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,984.0,82.0,984.0,Developing,1.0,Critical,82.0,984.0,0.5780346820809249,0.09245947850599014,0.11475409836065574,0.2922632148996304,High Value,0.7169052859598521,329,High Priority,Complimentary Tech Support,20,0.15,147.6,127.6,6.38,266,9300,Critical,57762.292649469804,48462.2926494698,True,266.0,9300.0,False,False,False,True,True,True
444,44,Male,1,82.01,One-Year,Fiber Optic,82.01,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,984.1200000000001,82.01,984.1200000000001,New,0.9977777777777779,Critical,81.82775555555557,981.9330666666668,0.5781458425967098,0.006605053860867815,0.00819672131147541,0.23561928621785652,Moderate Value,0.6929143811538093,445,High Priority,Complimentary Tech Support,20,0.15,147.28996,127.28996000000001,6.364498,267,9320,High,57909.582609469806,48589.5826094698,True,267.0,9320.0,False,False,False,True,True,True
814,46,Female,19,81.92,Two-Year,No Internet,1556.48,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,983.04,81.92,983.04,Developing,0.9979999999999999,Critical,81.75616,981.0739199999999,0.5771453979546466,0.12535830061411457,0.1557377049180328,0.31366799062630696,High Value,0.7242671962505227,297,High Priority,Complimentary Tech Support,20,0.15,147.16108799999998,127.16108799999998,6.3580543999999986,268,9340,High,58056.74369746981,48716.7436974698,True,268.0,9340.0,False,False,False,True,True,True
234,38,Female,122,69.58,Month-to-Month,DSL,8488.76,No,Yes,1,Expected Range,Review,35-44,73+ Months,Moderate,834.96,69.58,834.96,Loyal,0.9978472222222221,Critical,69.43020972222222,833.1625166666665,0.4399733214762117,0.6836814658210008,1.0,0.6652778416278349,Top Value,0.8648194699844672,12,Immediate Action,Contract Upgrade Offer,40,0.2,166.63250333333332,126.63250333333332,3.165812583333333,269,9380,High,58223.37620080314,48843.37620080313,True,269.0,9380.0,False,False,False,True,True,True
613,47,Male,7,81.57,One-Year,DSL,570.99,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,978.8399999999999,81.57,978.8399999999999,Developing,0.9969811320754718,Critical,81.32375094339622,975.8850113207546,0.5732547799021788,0.04598731501057082,0.05737704918032787,0.25974173450965327,Moderate Value,0.7020853730491444,410,High Priority,Complimentary Tech Support,20,0.15,146.3827516981132,126.3827516981132,6.3191375849056595,270,9400,High,58369.75895250125,48969.758952501244,True,270.0,9400.0,False,False,False,True,True,True
472,21,Male,5,69.05,Month-to-Month,DSL,345.25,Yes,Yes,1,Expected Range,Expected Range,Under 25,0-6 Months,Moderate,828.5999999999999,69.05,828.5999999999999,New,1.0,Critical,69.05,828.5999999999999,0.43408181413961766,0.027806302224906876,0.04098360655737705,0.19361083307390878,Moderate Value,0.6774443332295634,510,High Priority,Contract Upgrade Offer,40,0.2,165.72,125.72,3.143,271,9440,Critical,58535.47895250125,49095.478952501246,True,271.0,9440.0,False,False,False,True,True,True
5,42,Male,32,69.01,Month-to-Month,No Internet,2208.32,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,828.1200000000001,69.01,828.1200000000001,Established,1.0,Critical,69.01,828.1200000000001,0.43363717207647856,0.17785724353166216,0.26229508196721313,0.30127867455847646,High Value,0.7205114698233905,311,High Priority,Contract Upgrade Offer,40,0.2,165.62400000000002,125.62400000000002,3.1406000000000005,272,9480,Critical,58701.10295250126,49221.10295250125,True,272.0,9480.0,False,False,False,True,True,True
815,55,Male,20,80.75,Two-Year,No Internet,1615.0,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,High,969.0,80.75,969.0,Developing,1.0,Critical,80.75,969.0,0.5641396176078258,0.1300714789086882,0.1639344262295082,0.31216447121854823,High Value,0.7248657884874192,293,High Priority,Complimentary Tech Support,20,0.15,145.35,125.35,6.2675,273,9500,Critical,58846.452952501255,49346.45295250125,True,273.0,9500.0,False,False,False,True,True,True
511,47,Female,28,68.81,Month-to-Month,Fiber Optic,1926.68,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Moderate,825.72,68.81,825.72,Established,1.0,Critical,68.81,825.72,0.4314139617607826,0.15517406624383367,0.22950819672131148,0.2842535570699827,High Value,0.7137014228279931,349,High Priority,Contract Upgrade Offer,40,0.2,165.144,125.144,3.1286,274,9540,Critical,59011.596952501255,49471.59695250125,True,274.0,9540.0,False,False,False,True,True,True
352,59,Female,13,68.7,Month-to-Month,No Internet,893.1,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Moderate,824.4000000000001,68.7,824.4000000000001,Developing,1.0,Critical,68.7,824.4000000000001,0.43019119608714995,0.0719299305345817,0.10655737704918034,0.22389129838425867,Moderate Value,0.6895565193537034,462,High Priority,Contract Upgrade Offer,40,0.2,164.88000000000002,124.88000000000002,3.1220000000000008,275,9580,Critical,59176.47695250125,49596.476952501245,True,275.0,9580.0,False,False,False,True,True,True
605,49,Female,2,68.82,Month-to-Month,Fiber Optic,137.64,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,825.8399999999999,68.82,825.8399999999999,New,0.9975203252032521,Critical,68.6493487804878,823.7921853658536,0.43152512227656736,0.011085472666868015,0.01639344262295082,0.18058832499976846,Moderate Value,0.6707475251218585,534,High Priority,Contract Upgrade Offer,40,0.2,164.75843707317074,124.75843707317074,3.1189609268292684,276,9620,High,59341.23538957442,49721.235389574416,True,276.0,9620.0,False,False,False,True,True,True
7,60,Male,14,80.32,One-Year,No Internet,1124.48,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,High,963.8399999999999,80.32,963.8399999999999,Developing,1.0,Critical,80.32,963.8399999999999,0.5593597154290796,0.09056518675123326,0.11475409836065574,0.2841302261247274,High Value,0.713652090449891,350,High Priority,Complimentary Tech Support,20,0.15,144.576,124.576,6.2288,277,9640,Critical,59485.811389574425,49845.81138957442,True,277.0,9640.0,False,False,False,True,True,True
463,38,Male,24,68.7,Month-to-Month,Fiber Optic,1648.8000000000002,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,824.4000000000001,68.7,824.4000000000001,Developing,0.997142857142857,Critical,68.50371428571428,822.0445714285713,0.43019119608714995,0.132793717909997,0.19672131147540983,0.2677346075722114,Moderate Value,0.7053795573145988,391,High Priority,Contract Upgrade Offer,40,0.2,164.40891428571427,124.40891428571427,3.110222857142857,278,9680,High,59650.22030386014,49970.22030386013,True,278.0,9680.0,False,False,False,True,True,True
321,45,Female,8,80.11,Two-Year,No Internet,640.88,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,961.3199999999999,80.11,961.3199999999999,Developing,0.9979999999999999,Critical,79.94977999999999,959.3973599999999,0.557025344597599,0.0516162287325078,0.06557377049180328,0.2572692605183682,Moderate Value,0.7017077042073472,414,High Priority,Complimentary Tech Support,20,0.15,143.90960399999997,123.90960399999997,6.195480199999999,279,9700,High,59794.12990786014,50094.12990786013,True,279.0,9700.0,False,False,False,True,True,True
844,48,Female,1,80.09,Two-Year,No Internet,80.09,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,961.08,80.09,961.08,New,0.9979999999999999,Critical,79.92981999999999,959.1578399999999,0.5568030235660295,0.0064504177992550085,0.00819672131147541,0.22702803598401994,Moderate Value,0.6896112143936078,461,High Priority,Complimentary Tech Support,20,0.15,143.87367599999996,123.87367599999996,6.193683799999998,280,9720,High,59938.00358386014,50218.00358386013,True,280.0,9720.0,False,False,False,True,True,True
268,30,Male,1,67.67,Month-to-Month,DSL,67.67,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,812.04,67.67,812.04,New,0.9971111111111111,Critical,67.47450888888889,809.6941066666667,0.4187416629613162,0.005450115775697171,0.00819672131147541,0.17145338603388935,Moderate Value,0.6668480210802223,547,High Priority,Contract Upgrade Offer,40,0.2,161.93882133333335,121.93882133333335,3.048470533333334,281,9760,High,60099.94240519348,50339.94240519347,True,281.0,9760.0,False,False,False,True,True,True
571,45,Male,14,67.19,Month-to-Month,No Internet,940.66,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,806.28,67.19,806.28,Developing,1.0,Critical,67.19,806.28,0.4134059582036461,0.07576039464411558,0.11475409836065574,0.22056704599706287,Moderate Value,0.6882268183988252,468,High Priority,Contract Upgrade Offer,40,0.2,161.256,121.256,3.0314,282,9800,Critical,60261.19840519348,50461.19840519347,True,282.0,9800.0,False,False,False,True,True,True
452,54,Male,3,67.01,Month-to-Month,No Internet,201.03000000000003,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,804.1200000000001,67.01,804.1200000000001,New,1.0,Critical,67.01,804.1200000000001,0.4114050689195199,0.01619087888855331,0.02459016393442623,0.1763763761624082,Moderate Value,0.6705505504649633,535,High Priority,Contract Upgrade Offer,40,0.2,160.82400000000004,120.82400000000004,3.020600000000001,283,9840,Critical,60422.02240519348,50582.02240519347,True,283.0,9840.0,False,False,False,True,True,True
467,51,Male,19,77.83,One-Year,No Internet,1478.77,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,933.96,77.83,933.96,Developing,1.0,Critical,77.83,933.96,0.5316807469986661,0.1190995670995671,0.1557377049180328,0.2932915735138231,High Value,0.7173166294055292,325,High Priority,Complimentary Tech Support,20,0.15,140.094,120.094,6.0047,284,9860,Critical,60562.116405193476,50702.11640519347,True,284.0,9860.0,False,False,False,True,True,True
822,59,Female,0,66.59,Month-to-Month,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Moderate,799.08,66.59,799.08,New,1.0,Critical,66.59,799.08,0.4067363272565586,0.0,0.0,0.16269453090262345,Moderate Value,0.6650778123610493,555,High Priority,Contract Upgrade Offer,40,0.2,159.81600000000003,119.81600000000003,2.995400000000001,285,9900,Critical,60721.932405193475,50821.93240519347,True,285.0,9900.0,False,False,False,True,True,True
453,35,Female,33,66.22,Month-to-Month,No Internet,2185.26,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,794.64,66.22,794.64,Established,1.0,Critical,66.22,794.64,0.4026233881725212,0.17600000000000002,0.27049180327868855,0.2902723060886806,High Value,0.7161089224354722,334,High Priority,Contract Upgrade Offer,40,0.2,158.928,118.928,2.9732,286,9940,Critical,60880.860405193474,50940.86040519347,True,286.0,9940.0,False,False,False,True,True,True
885,51,Male,2,66.24,Month-to-Month,Fiber Optic,132.48,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,794.8799999999999,66.24,794.8799999999999,New,0.9975203252032521,Critical,66.07574634146341,792.908956097561,0.4028457092040907,0.010669888251283599,0.01639344262295082,0.16897110522532327,Moderate Value,0.6661006372120805,551,High Priority,Contract Upgrade Offer,40,0.2,158.5817912195122,118.58179121951221,2.964544780487805,287,9980,High,61039.44219641299,51059.44219641298,True,287.0,9980.0,False,False,False,True,True,True
485,37,Male,1,65.96,Month-to-Month,Fiber Optic,65.96,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,791.52,65.96,791.52,New,0.9983720930232558,Critical,65.85262325581395,790.2314790697674,0.39973321476211654,0.0053123930333232655,0.00819672131147541,0.16380180379437864,Moderate Value,0.6645439773317049,560,High Priority,Contract Upgrade Offer,40,0.2,158.0462958139535,118.04629581395349,2.9511573953488375,288,10020,High,61197.48849222694,51177.488492226934,True,288.0,10020.0,False,False,False,False,True,True
674,41,Male,13,65.79,Month-to-Month,No Internet,855.2700000000001,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,789.48,65.79,789.48,Developing,1.0,Critical,65.79,789.48,0.39784348599377517,0.0688831168831169,0.10655737704918034,0.20988582956889607,Moderate Value,0.6839543318275584,482,High Priority,Contract Upgrade Offer,40,0.2,157.89600000000002,117.89600000000002,2.9474000000000005,289,10060,Critical,61355.38449222694,51295.384492226935,True,289.0,10060.0,False,False,False,False,True,True
731,46,Female,57,65.73,Month-to-Month,No Internet,3746.61,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Moderate,788.76,65.73,788.76,Loyal,1.0,Critical,65.73,788.76,0.39717652289906635,0.3017505285412262,0.4672131147540984,0.3812865728375803,Top Value,0.7525146291350321,173,High Priority,Contract Upgrade Offer,40,0.2,157.752,117.75200000000001,2.9438000000000004,290,10100,Critical,61513.13649222694,51413.136492226935,True,290.0,10100.0,False,False,False,False,True,True
946,34,Male,11,65.63,Month-to-Month,DSL,721.93,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Moderate,787.56,65.63,787.56,Developing,1.0,Critical,65.63,787.56,0.3960649177412183,0.058143964562569206,0.09016393442622951,0.20131733829994394,Moderate Value,0.6805269353199775,497,High Priority,Contract Upgrade Offer,40,0.2,157.512,117.512,2.9378,291,10140,Critical,61670.648492226945,51530.64849222694,True,291.0,10140.0,False,False,False,False,True,True
702,55,Male,7,65.51,Month-to-Month,No Internet,458.5700000000001,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,786.1200000000001,65.51,786.1200000000001,Developing,1.0,Critical,65.51,786.1200000000001,0.3947309915518009,0.03693305144467936,0.05737704918032787,0.1851632269214401,Moderate Value,0.674065290768576,526,High Priority,Contract Upgrade Offer,40,0.2,157.22400000000005,117.22400000000005,2.930600000000001,292,10180,Critical,61827.87249222695,51647.87249222694,True,292.0,10180.0,False,False,False,False,True,True
648,44,Female,25,65.38,Month-to-Month,No Internet,1634.5,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,784.56,65.38,784.56,Established,1.0,Critical,65.38,784.56,0.39328590484659853,0.13164200140944327,0.20491803278688525,0.2546185706286659,Moderate Value,0.7018474282514664,412,High Priority,Contract Upgrade Offer,40,0.2,156.912,116.912,2.9228,293,10220,Critical,61984.78449222694,51764.784492226936,True,293.0,10220.0,False,False,False,False,True,True
